"year","month","day","latitude","longitude","species","speciesKey","kingdom","elevation","stateProvince","countryCode"
1921,4,11,27.92201,-110.913,"Centris pallida",1342915,"Animalia",NA,"Sonora","MX"
1928,6,10,36.36972,-121.5892,"Centris pallida",1342915,"Animalia",2300,"California","US"
1932,4,28,33.03,-115.62,"Centris pallida",1342915,"Animalia",NA,"California","US"
1932,5,8,34.57943,-118.11646,"Centris pallida",1342915,"Animalia",NA,"California","US"
1932,5,8,33.9265,-116.5019,"Centris pallida",1342915,"Animalia",NA,"California","US"
1933,6,25,34.09611,-118.105,"Centris pallida",1342915,"Animalia",NA,"California","US"
1934,4,8,33.6197,-115.9153,"Centris pallida",1342915,"Animalia",NA,"California","US"
1935,5,11,33.83028,-116.5444,"Centris pallida",1342915,"Animalia",NA,"California","US"
1937,5,16,33.96861,-112.7289,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1938,5,17,33.42861,-111.4175,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1939,4,28,33.9925,-117.4939,"Centris pallida",1342915,"Animalia",NA,"California","US"
1939,4,30,32.72,-114.62,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1939,5,7,33.95333,-117.3953,"Centris pallida",1342915,"Animalia",NA,"California","US"
1940,5,23,34.9068,-116.8203,"Centris pallida",1342915,"Animalia",NA,"California","US"
1944,5,20,32.22167,-110.9258,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1947,2,9,33.9925,-117.4939,"Centris pallida",1342915,"Animalia",NA,"California","US"
1947,3,27,33.6675,-111.1336,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1947,4,13,33.06667,-112.1,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1947,4,19,33.59861,-112.0297,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1947,4,23,32.37167,-112.86,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1947,5,11,33.6675,-111.1336,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1950,5,27,32.7383,-116.0629,"Centris pallida",1342915,"Animalia",NA,"California","US"
1952,4,19,32.8777,-111.7567,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1952,4,19,32.7161,-111.4947,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1952,6,24,33.83028,-116.5444,"Centris pallida",1342915,"Animalia",NA,"California","US"
1952,6,30,34.73361,-115.57,"Centris pallida",1342915,"Animalia",NA,"California","US"
1952,6,30,40.90611,-124.1107,"Centris pallida",1342915,"Animalia",NA,"California","US"
1961,5,26,33.4133,-111.5489,"Centris pallida",1342915,"Animalia",524,"Arizona","US"
1962,4,18,34.84805,-114.61413,"Centris pallida",1342915,"Animalia",NA,"California","US"
1963,5,3,33.42591,-111.94,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1963,6,15,33.61972,-115.9153,"Centris pallida",1342915,"Animalia",NA,"California","US"
1964,5,5,33.9427,-112.9834,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1964,5,9,33.51593,-111.6918,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1964,5,10,33.41667,-111.7298,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,2,33.13089,-111.3582,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,6,33.52417,-111.6664,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,6,33.42222,-111.8219,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,8,32.68662,-112.7168,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,8,32.71655,-112.8411,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1965,5,8,32.96167,-112.6259,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,16,33.10287,-111.3725,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,16,33.07457,-111.3756,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,21,33.87541,-113.9367,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,22,33.8372,-114.2166,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,22,32.3519,-112.8203,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,22,33.6724,-113.97214,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,22,33.71741,-113.77338,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,22,34.03205,-114.2588,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,23,32.9006,-112.7434,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,23,32.22062,-111.44047,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,24,32.72917,-113.7403,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,4,26,34.47262,-113.3237,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,4,34.03205,-114.2588,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,7,34.09406,-113.0041,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,7,34.06612,-114.2573,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,7,33.98932,-114.1309,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,7,34.03205,-114.2588,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,7,34.06106,-114.2636,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,14,33.85524,-114.2173,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,14,33.88121,-113.9439,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,14,34.03205,-114.2588,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,14,33.98932,-114.1309,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,28,33.9838,-114.0676,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,29,33.98654,-114.074,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1966,5,29,34.03205,-114.2588,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1967,4,19,32.9478,-112.7161,"Centris pallida",1342915,"Animalia",224,"Arizona","US"
1967,6,2,32.35036,-108.70866,"Centris pallida",1342915,"Animalia",NA,"New Mexico","US"
1968,6,8,31.18707,-114.9331,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,6,9,31.18707,-114.9331,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,6,13,30.01692,-114.5687,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,6,19,28.9478,-113.5598,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,6,21,28.68853,-113.8186,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,6,28,32.5018,-117.0728,"Centris pallida",1342915,"Animalia",NA,"Baja California","MX"
1968,7,4,25.73804,-111.9997,"Centris pallida",1342915,"Animalia",NA,"Baja California Sur","MX"
1969,4,21,32.7447,-112.8295,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1970,5,18,34.4273,-113.2506,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1970,5,18,34.7797,-114.1801,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1970,5,19,34.0642,-114.8133,"Centris pallida",1342915,"Animalia",NA,"California","US"
1970,5,24,33.86417,-111.4669,"Centris pallida",1342915,"Animalia",1208,"Arizona","US"
1970,6,5,33.14556,-116.2578,"Centris pallida",1342915,"Animalia",267,"California","US"
1970,6,6,33.31579,-115.9355,"Centris pallida",1342915,"Animalia",NA,"California","US"
1970,6,18,35.5555,-114.0968,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1971,4,21,33.78252,-113.66569,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1971,4,21,33.7822,-113.6192,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1971,6,7,33.6194,-110.9222,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1971,6,21,33.78252,-113.66569,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1971,6,21,33.7822,-113.6192,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,3,14,34.29587,-114.13825,"Centris pallida",1342915,"Animalia",152,"Arizona","US"
1972,3,14,34.21813,-114.19297,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,3,26,34.98751,-113.4158,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,3,29,33.73116,-114.5106,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,4,33.415,-111.5489,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,5,33.8949,-114.2172,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,7,34.362,-114.1582,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,8,34.71,-114.48,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,22,33.82225,-111.9183,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,23,33.39651,-111.9565,"Centris pallida",1342915,"Animalia",354,"Arizona","US"
1972,4,28,34.4838,-114.3217,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,4,30,33.6243,-114.6172,"Centris pallida",1342915,"Animalia",NA,"California","US"
1972,5,1,33.3483,-112.7247,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1972,5,1,32.68,-114.4,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1973,4,26,36.3461,-116.3262,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,4,27,36.6634,-114.5683,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,4,28,36.4494,-115.74582,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,4,28,36.3387,-116.2768,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,4,29,36.7919,-114.8676,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,4,30,33.6065,-113.298,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1973,5,27,36.6634,-114.5683,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
1973,5,30,37.25,-113.36,"Centris pallida",1342915,"Animalia",NA,"Utah","US"
1973,5,31,32.98039,-111.7564,"Centris pallida",1342915,"Animalia",475,"Arizona","US"
1973,6,4,34.17472,-111.8031,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1973,6,13,31.39236,-111.0998,"Centris pallida",1342915,"Animalia",1280,"Arizona","US"
1973,6,15,33.6065,-113.298,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1974,5,26,33.45744,-111.9509,"Centris pallida",1342915,"Animalia",381,"Arizona","US"
1977,4,27,32.22,-110.92,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1977,4,27,33.6973,-112.1124,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1981,6,12,18.95,-99.23333,"Centris pallida",1342915,"Animalia",NA,"Morelos","MX"
1982,5,7,35.02143,-114.67392,"Centris pallida",1342915,"Animalia",NA,"California","US"
1982,5,15,33.9686,-112.7289,"Centris pallida",1342915,"Animalia",885,"Arizona","US"
1982,6,8,35.0891,-113.8975,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1982,6,9,34.8601,-113.6416,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1983,5,1,34.17,-114.61,"Centris pallida",1342915,"Animalia",NA,"California","US"
1983,5,1,34.84254,-114.61155,"Centris pallida",1342915,"Animalia",NA,"California","US"
1983,5,15,33.41,-111.7514,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1984,7,27,22.63833,-105.3192,"Centris pallida",1342915,"Animalia",NA,"Nayarit","MX"
1990,3,17,32.07115,-112.8522,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1990,4,19,29.018056,-110.9575,"Centris pallida",1342915,"Animalia",NA,"Sonora","MX"
1990,4,28,33.01,-114.59,"Centris pallida",1342915,"Animalia",NA,"California","US"
1990,4,28,32.1,-112.13,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1990,4,28,33.01,-114.6103,"Centris pallida",1342915,"Animalia",NA,"California","US"
1990,4,28,32.96,-114.67,"Centris pallida",1342915,"Animalia",NA,"California","US"
1990,4,28,32.8,-114.67,"Centris pallida",1342915,"Animalia",NA,"California","US"
1990,4,30,33.75,-116.37,"Centris pallida",1342915,"Animalia",NA,"California","US"
1991,4,30,32.9478,-112.7161,"Centris pallida",1342915,"Animalia",224,"Arizona","US"
1992,4,30,32.22167,-110.9258,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1992,5,3,32.22167,-110.9258,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1995,3,28,26.68833,-103.7504,"Centris pallida",1342915,"Animalia",586,"Durango","MX"
1995,4,14,33.65,-113.3,"Centris pallida",1342915,"Animalia",495,"Arizona","US"
1995,4,22,32.0667,-111.25,"Centris pallida",1342915,"Animalia",790,"Arizona","US"
1995,4,24,32.016667,-111.35,"Centris pallida",1342915,"Animalia",823,"Arizona","US"
1995,5,21,34.283333,-113.1,"Centris pallida",1342915,"Animalia",900,"Arizona","US"
1996,4,9,32.43056,-111.39,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1996,4,15,32.366667,-111.466667,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1996,4,19,32.2,-111.23,"Centris pallida",1342915,"Animalia",698,"Arizona","US"
1996,4,21,32.15,-110.92,"Centris pallida",1342915,"Animalia",1142,"Arizona","US"
1996,4,21,32.0667,-111.25,"Centris pallida",1342915,"Animalia",790,"Arizona","US"
1996,4,24,32.8833,-109.48333,"Centris pallida",1342915,"Animalia",975,"Arizona","US"
1997,3,30,33.51667,-112.63,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,8,32.2307,-110.916,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,10,32.180556,-110.9,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,19,32.1341,-110.858,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,25,32.066667,-111.25,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,29,32.066667,-111.25,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
1997,4,29,32.183333,-111.216667,"Centris pallida",1342915,"Animalia",740,"Arizona","US"
1998,4,28,32.37575,-111.44989,"Centris pallida",1342915,"Animalia",707,"Arizona","US"
1998,5,2,32.066667,-111.25,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2000,4,6,32.9245,-114.9922,"Centris pallida",1342915,"Animalia",NA,"California","US"
2000,4,6,33.0517,-115.1904,"Centris pallida",1342915,"Animalia",NA,"California","US"
2000,4,7,33.60835,-115.1258,"Centris pallida",1342915,"Animalia",NA,"California","US"
2002,NA,NA,32.44,-110.79,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2009,4,27,32.6924,-114.498,"Centris pallida",1342915,"Animalia",73,"Arizona","US"
2009,6,13,40.642,-104.411,"Centris pallida",1342915,"Animalia",1500,"Colorado","US"
2010,4,20,32.6495,-111.43,"Centris pallida",1342915,"Animalia",562,"Arizona","US"
2010,4,24,33.831,-112,"Centris pallida",1342915,"Animalia",639,"Arizona","US"
2010,5,5,32.873,-114.463,"Centris pallida",1342915,"Animalia",50,"Arizona","US"
2011,4,22,36.649688,-116.581791,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
2011,4,22,36.649358,-116.583474,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
2011,4,22,36.649718,-116.581998,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
2014,4,17,32.8166,-114.7,"Centris pallida",1342915,"Animalia",NA,"California","US"
2016,4,3,33.24898,-112.3019,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2017,4,27,32.24469,-110.913,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2017,5,12,33.7735,-111.9028,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2017,6,6,36.72524,-114.7139,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
2018,4,28,32.29468,-111.0316,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2018,5,1,32.3952,-111.1366,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2019,4,28,32.217,-111.004,"Centris pallida",1342915,"Animalia",728,"Arizona","US"
2019,4,29,32.87755,-116.1737,"Centris pallida",1342915,"Animalia",NA,"California","US"
2019,5,1,33.71439,-116.4003,"Centris pallida",1342915,"Animalia",NA,"California","US"
2019,5,5,32.323,-110.81,"Centris pallida",1342915,"Animalia",728,"Arizona","US"
2019,5,5,32.323,-110.81,"Centris pallida",1342915,"Animalia",728,"Arizona","US"
2020,4,30,33.82332,-116.3259,"Centris pallida",1342915,"Animalia",NA,"California","US"
2020,5,8,33.18619,-116.3256,"Centris pallida",1342915,"Animalia",NA,"California","US"
2020,5,15,33.727,-111.799,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2020,5,15,33.727,-111.799,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2020,5,15,23.45802,-110.2478,"Centris pallida",1342915,"Animalia",NA,"Baja California Sur","MX"
2020,5,16,33.383664,-112.294483,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2020,5,16,29.15446,-110.9621,"Centris pallida",1342915,"Animalia",NA,"Sonora","MX"
2020,5,21,32.302,-110.937,"Centris pallida",1342915,"Animalia",764,"Arizona","US"
2020,5,21,32.302,-110.937,"Centris pallida",1342915,"Animalia",764,"Arizona","US"
2021,4,11,33.495396,-111.757861,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,4,15,32.32771,-111.2177,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,4,30,33.5618,-112.0027,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,4,30,33.36289,-111.9859,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,5,7,33.626965,-111.720042,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,5,14,32.264095,-111.030873,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2021,6,13,33.66816,-116.4082,"Centris pallida",1342915,"Animalia",NA,"California","US"
2022,3,30,33.539884,-112.022042,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,20,33.422761,-111.542274,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,21,32.2711,-110.99,"Centris pallida",1342915,"Animalia",705,"Arizona","US"
2022,4,21,32.2711,-110.99,"Centris pallida",1342915,"Animalia",705,"Arizona","US"
2022,4,23,32.2523,-110.7756,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,24,32.309013,-110.812997,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,25,32.676516,-110.874108,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,29,33.454143,-111.623942,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,30,32.243877,-111.168594,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,30,32.242897,-111.167477,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,4,30,32.242737,-111.167367,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,1,32.243387,-111.168878,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,1,33.371115,-112.088312,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,1,32.24338,-111.1689,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,2,32.180247,-110.73643,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,2,32.18017,-110.7364,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,9,33.706239,-112.031406,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,10,33.797403,-111.859704,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,16,33.53873,-111.3261,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,17,33.844432,-111.844383,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,19,31.568387,-111.050833,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,23,33.48285,-112.5594,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,24,31.492959,-110.858116,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2022,5,26,33.951757,-117.264129,"Centris pallida",1342915,"Animalia",NA,"California","US"
2022,5,26,33.951772,-117.264137,"Centris pallida",1342915,"Animalia",NA,"California","US"
2022,5,26,33.95177,-117.2641,"Centris pallida",1342915,"Animalia",NA,"California","US"
2022,9,14,33.545095,-111.662392,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,22,32.277849,-110.824907,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,25,32.004775,-111.116425,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,25,32.315697,-111.019417,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,27,32.286999,-110.737762,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,28,33.480705,-111.62082,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,4,29,32.244145,-111.165153,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,1,32.310253,-110.821312,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,1,32.455361,-111.194807,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,2,32.357845,-111.148547,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,2,32.313183,-110.810673,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,2,32.31297,-110.81067,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,2,32.312925,-110.810642,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,4,32.133454,-110.648664,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,4,32.146499,-110.650123,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,4,32.310002,-110.816067,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,4,32.147145,-110.762062,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,5,32.380704,-110.961152,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,6,32.20495,-110.710416,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,6,33.45845,-111.483395,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,32.309133,-110.820412,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,32.409447,-110.934822,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,33.547606,-112.006213,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,32.427137,-110.971531,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,32.232456,-110.689125,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,7,32.210736,-110.684177,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.773294,-112.040375,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.771269,-112.042308,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.774503,-112.043461,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.772106,-112.041567,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.773811,-112.040606,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.773558,-112.042186,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.771856,-112.041519,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.777036,-112.043564,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.773397,-112.040939,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.774722,-112.043825,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.772314,-112.041547,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.77505,-112.047994,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,32.231519,-110.958203,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.462017,-111.946708,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,31.784391,-110.886247,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,8,33.773278,-112.040614,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,10,33.58517,-112.505173,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,10,33.571303,-111.542753,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,33.770964,-111.790469,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,33.770653,-111.789297,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,33.621826,-112.184036,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,32.196401,-111.13545,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,33.771914,-111.794225,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,32.090323,-112.77296,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,32.309088,-110.821617,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,32.295827,-111.166615,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,11,31.83314,-110.852948,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,12,32.059828,-112.787073,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,13,32.192805,-110.989385,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,13,33.750898,-112.251675,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,13,32.170406,-110.826795,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,15,32.2238,-110.767608,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,16,32.309235,-110.817728,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,17,33.706305,-112.031911,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,17,33.313472,-112.031181,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,18,33.774383,-112.048364,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,18,33.776703,-112.044794,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,20,33.67775,-112.04393,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,22,33.502513,-111.892585,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,22,31.799177,-110.797863,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,23,33.772483,-111.794847,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,23,33.777139,-111.795086,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,23,32.214659,-110.725328,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,25,32.337777,-110.69073,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,25,32.324871,-110.669559,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
2023,5,27,36.432349,-116.337082,"Centris pallida",1342915,"Animalia",NA,"Nevada","US"
2023,5,27,31.799431,-110.797508,"Centris pallida",1342915,"Animalia",NA,"Arizona","US"
